,index,label
14778,B25031_006E,Estimate!!Median gross rent --!!Total:!!4 bedrooms
14807,B25031_007E,Estimate!!Median gross rent --!!Total:!!5 or more bedrooms
3661,B25032A_001E,Estimate!!Total:
3665,B25032A_002E,"Estimate!!Total:!!1, detached"
3637,B25032A_003E,"Estimate!!Total:!!1, attached"
3642,B25032A_004E,Estimate!!Total:!!2
3647,B25032A_005E,Estimate!!Total:!!3 or 4
3652,B25032A_006E,Estimate!!Total:!!5 to 9
3608,B25032A_007E,Estimate!!Total:!!10 to 19
3616,B25032A_008E,Estimate!!Total:!!20 to 49
3622,B25032A_009E,Estimate!!Total:!!50 or more
3543,B25032A_010E,Estimate!!Total:!!Mobile home
3774,B25032A_011E,"Estimate!!Total:!!Boat, RV, van, etc."
10000,B25032B_001E,Estimate!!Total:
9970,B25032B_002E,"Estimate!!Total:!!1, detached"
9974,B25032B_003E,"Estimate!!Total:!!1, attached"
9961,B25032B_004E,Estimate!!Total:!!2
9965,B25032B_005E,Estimate!!Total:!!3 or 4
9989,B25032B_006E,Estimate!!Total:!!5 to 9
9992,B25032B_007E,Estimate!!Total:!!10 to 19
9979,B25032B_008E,Estimate!!Total:!!20 to 49
9985,B25032B_009E,Estimate!!Total:!!50 or more
9885,B25032B_010E,Estimate!!Total:!!Mobile home
9887,B25032B_011E,"Estimate!!Total:!!Boat, RV, van, etc."
18728,B25032C_001E,Estimate!!Total:
18721,B25032C_002E,"Estimate!!Total:!!1, detached"
18714,B25032C_003E,"Estimate!!Total:!!1, attached"
18709,B25032C_004E,Estimate!!Total:!!2
18631,B25032C_005E,Estimate!!Total:!!3 or 4
18629,B25032C_006E,Estimate!!Total:!!5 to 9
18627,B25032C_007E,Estimate!!Total:!!10 to 19
18624,B25032C_008E,Estimate!!Total:!!20 to 49
18618,B25032C_009E,Estimate!!Total:!!50 or more
18596,B25032C_010E,Estimate!!Total:!!Mobile home
18589,B25032C_011E,"Estimate!!Total:!!Boat, RV, van, etc."
27227,B25032D_001E,Estimate!!Total:
27238,B25032D_002E,"Estimate!!Total:!!1, detached"
27235,B25032D_003E,"Estimate!!Total:!!1, attached"
27212,B25032D_004E,Estimate!!Total:!!2
27206,B25032D_005E,Estimate!!Total:!!3 or 4
27223,B25032D_006E,Estimate!!Total:!!5 to 9
27218,B25032D_007E,Estimate!!Total:!!10 to 19
27261,B25032D_008E,Estimate!!Total:!!20 to 49
27256,B25032D_009E,Estimate!!Total:!!50 or more
27291,B25032D_010E,Estimate!!Total:!!Mobile home
27288,B25032D_011E,"Estimate!!Total:!!Boat, RV, van, etc."
21055,B25032E_001E,Estimate!!Total:
21053,B25032E_002E,"Estimate!!Total:!!1, detached"
21082,B25032E_003E,"Estimate!!Total:!!1, attached"
21078,B25032E_004E,Estimate!!Total:!!2
21072,B25032E_005E,Estimate!!Total:!!3 or 4
21065,B25032E_006E,Estimate!!Total:!!5 to 9
21107,B25032E_007E,Estimate!!Total:!!10 to 19
21100,B25032E_008E,Estimate!!Total:!!20 to 49
21092,B25032E_009E,Estimate!!Total:!!50 or more
21160,B25032E_010E,Estimate!!Total:!!Mobile home
21181,B25032E_011E,"Estimate!!Total:!!Boat, RV, van, etc."
1929,B25032F_001E,Estimate!!Total:
1933,B25032F_002E,"Estimate!!Total:!!1, detached"
1936,B25032F_003E,"Estimate!!Total:!!1, attached"
1939,B25032F_004E,Estimate!!Total:!!2
1943,B25032F_005E,Estimate!!Total:!!3 or 4
1753,B25032F_006E,Estimate!!Total:!!5 to 9
1758,B25032F_007E,Estimate!!Total:!!10 to 19
1763,B25032F_008E,Estimate!!Total:!!20 to 49
1769,B25032F_009E,Estimate!!Total:!!50 or more
1818,B25032F_010E,Estimate!!Total:!!Mobile home
1821,B25032F_011E,"Estimate!!Total:!!Boat, RV, van, etc."
8641,B25032G_001E,Estimate!!Total:
8644,B25032G_002E,"Estimate!!Total:!!1, detached"
8631,B25032G_003E,"Estimate!!Total:!!1, attached"
8636,B25032G_004E,Estimate!!Total:!!2
8623,B25032G_005E,Estimate!!Total:!!3 or 4
8626,B25032G_006E,Estimate!!Total:!!5 to 9
8616,B25032G_007E,Estimate!!Total:!!10 to 19
8617,B25032G_008E,Estimate!!Total:!!20 to 49
8605,B25032G_009E,Estimate!!Total:!!50 or more
8650,B25032G_010E,Estimate!!Total:!!Mobile home
8647,B25032G_011E,"Estimate!!Total:!!Boat, RV, van, etc."
17501,B25032H_001E,Estimate!!Total:
17508,B25032H_002E,"Estimate!!Total:!!1, detached"
17512,B25032H_003E,"Estimate!!Total:!!1, attached"
17473,B25032H_004E,Estimate!!Total:!!2
17480,B25032H_005E,Estimate!!Total:!!3 or 4
17484,B25032H_006E,Estimate!!Total:!!5 to 9
17490,B25032H_007E,Estimate!!Total:!!10 to 19
17457,B25032H_008E,Estimate!!Total:!!20 to 49
17462,B25032H_009E,Estimate!!Total:!!50 or more
16908,B25032H_010E,Estimate!!Total:!!Mobile home
16911,B25032H_011E,"Estimate!!Total:!!Boat, RV, van, etc."
25734,B25032I_001E,Estimate!!Total:
25729,B25032I_002E,"Estimate!!Total:!!1, detached"
25745,B25032I_003E,"Estimate!!Total:!!1, attached"
25741,B25032I_004E,Estimate!!Total:!!2
25757,B25032I_005E,Estimate!!Total:!!3 or 4
25755,B25032I_006E,Estimate!!Total:!!5 to 9
25838,B25032I_007E,Estimate!!Total:!!10 to 19
25832,B25032I_008E,Estimate!!Total:!!20 to 49
25850,B25032I_009E,Estimate!!Total:!!50 or more
25439,B25032I_010E,Estimate!!Total:!!Mobile home
25387,B25032I_011E,"Estimate!!Total:!!Boat, RV, van, etc."
20391,B25032_001E,Estimate!!Total:
20412,B25032_002E,Estimate!!Total:!!Owner-occupied housing units:
20401,B25032_003E,"Estimate!!Total:!!Owner-occupied housing units:!!1, detached"
20422,B25032_004E,"Estimate!!Total:!!Owner-occupied housing units:!!1, attached"
20417,B25032_005E,Estimate!!Total:!!Owner-occupied housing units:!!2
20430,B25032_006E,Estimate!!Total:!!Owner-occupied housing units:!!3 or 4
20426,B25032_007E,Estimate!!Total:!!Owner-occupied housing units:!!5 to 9
20435,B25032_008E,Estimate!!Total:!!Owner-occupied housing units:!!10 to 19
20433,B25032_009E,Estimate!!Total:!!Owner-occupied housing units:!!20 to 49
19969,B25032_010E,Estimate!!Total:!!Owner-occupied housing units:!!50 or more
19966,B25032_011E,Estimate!!Total:!!Owner-occupied housing units:!!Mobile home
19983,B25032_012E,"Estimate!!Total:!!Owner-occupied housing units:!!Boat, RV, van, etc."
19976,B25032_013E,Estimate!!Total:!!Renter-occupied housing units:
19999,B25032_014E,"Estimate!!Total:!!Renter-occupied housing units:!!1, detached"
19989,B25032_015E,"Estimate!!Total:!!Renter-occupied housing units:!!1, attached"
20017,B25032_016E,Estimate!!Total:!!Renter-occupied housing units:!!2
20008,B25032_017E,Estimate!!Total:!!Renter-occupied housing units:!!3 or 4
20030,B25032_018E,Estimate!!Total:!!Renter-occupied housing units:!!5 to 9
20023,B25032_019E,Estimate!!Total:!!Renter-occupied housing units:!!10 to 19
20131,B25032_020E,Estimate!!Total:!!Renter-occupied housing units:!!20 to 49
20124,B25032_021E,Estimate!!Total:!!Renter-occupied housing units:!!50 or more
20139,B25032_022E,Estimate!!Total:!!Renter-occupied housing units:!!Mobile home
20135,B25032_023E,"Estimate!!Total:!!Renter-occupied housing units:!!Boat, RV, van, etc."
27149,B25033_001E,Estimate!!Total:
27144,B25033_002E,Estimate!!Total:!!Owner occupied:
27140,B25033_003E,"Estimate!!Total:!!Owner occupied:!!1, detached or attached"
27136,B25033_004E,Estimate!!Total:!!Owner occupied:!!2 to 4
27131,B25033_005E,Estimate!!Total:!!Owner occupied:!!5 or more
27127,B25033_006E,Estimate!!Total:!!Owner occupied:!!Mobile home
27124,B25033_007E,"Estimate!!Total:!!Owner occupied:!!Boat, RV, van, etc."
27120,B25033_008E,Estimate!!Total:!!Renter occupied:
27116,B25033_009E,"Estimate!!Total:!!Renter occupied:!!1, detached or attached"
27703,B25033_010E,Estimate!!Total:!!Renter occupied:!!2 to 4
27702,B25033_011E,Estimate!!Total:!!Renter occupied:!!5 or more
27698,B25033_012E,Estimate!!Total:!!Renter occupied:!!Mobile home
27694,B25033_013E,"Estimate!!Total:!!Renter occupied:!!Boat, RV, van, etc."
4005,B25034_001E,Estimate!!Total:
4006,B25034_002E,Estimate!!Total:!!Built 2020 or later
4008,B25034_003E,Estimate!!Total:!!Built 2010 to 2019
4001,B25034_004E,Estimate!!Total:!!Built 2000 to 2009
4002,B25034_005E,Estimate!!Total:!!Built 1990 to 1999
4003,B25034_006E,Estimate!!Total:!!Built 1980 to 1989
4004,B25034_007E,Estimate!!Total:!!Built 1970 to 1979
3988,B25034_008E,Estimate!!Total:!!Built 1960 to 1969
3984,B25034_009E,Estimate!!Total:!!Built 1950 to 1959
3875,B25034_010E,Estimate!!Total:!!Built 1940 to 1949
3878,B25034_011E,Estimate!!Total:!!Built 1939 or earlier
8630,B25035_001E,Estimate!!Median year structure built
16395,B25036_001E,Estimate!!Total:
16400,B25036_002E,Estimate!!Total:!!Owner occupied:
16403,B25036_003E,Estimate!!Total:!!Owner occupied:!!Built 2020 or later
16406,B25036_004E,Estimate!!Total:!!Owner occupied:!!Built 2010 to 2019
16409,B25036_005E,Estimate!!Total:!!Owner occupied:!!Built 2000 to 2009
16467,B25036_006E,Estimate!!Total:!!Owner occupied:!!Built 1990 to 1999
16471,B25036_007E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1989
16476,B25036_008E,Estimate!!Total:!!Owner occupied:!!Built 1970 to 1979
16481,B25036_009E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1969
16519,B25036_010E,Estimate!!Total:!!Owner occupied:!!Built 1950 to 1959
16521,B25036_011E,Estimate!!Total:!!Owner occupied:!!Built 1940 to 1949
16524,B25036_012E,Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier
16527,B25036_013E,Estimate!!Total:!!Renter occupied:
16530,B25036_014E,Estimate!!Total:!!Renter occupied:!!Built 2020 or later
16531,B25036_015E,Estimate!!Total:!!Renter occupied:!!Built 2010 to 2019
16533,B25036_016E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009
16537,B25036_017E,Estimate!!Total:!!Renter occupied:!!Built 1990 to 1999
16538,B25036_018E,Estimate!!Total:!!Renter occupied:!!Built 1980 to 1989
16590,B25036_019E,Estimate!!Total:!!Renter occupied:!!Built 1970 to 1979
16668,B25036_020E,Estimate!!Total:!!Renter occupied:!!Built 1960 to 1969
16670,B25036_021E,Estimate!!Total:!!Renter occupied:!!Built 1950 to 1959
16631,B25036_022E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1949
16633,B25036_023E,Estimate!!Total:!!Renter occupied:!!Built 1939 or earlier
21135,B25037_001E,Estimate!!Median year structure built --!!Total:
21128,B25037_002E,Estimate!!Median year structure built --!!Owner occupied
21142,B25037_003E,Estimate!!Median year structure built --!!Renter occupied
1874,B25038_001E,Estimate!!Total:
1870,B25038_002E,Estimate!!Total:!!Owner occupied:
1865,B25038_003E,Estimate!!Total:!!Owner occupied:!!Moved in 2019 or later
1890,B25038_004E,Estimate!!Total:!!Owner occupied:!!Moved in 2015 to 2018
1889,B25038_005E,Estimate!!Total:!!Owner occupied:!!Moved in 2010 to 2014
1887,B25038_006E,Estimate!!Total:!!Owner occupied:!!Moved in 2000 to 2009
1883,B25038_007E,Estimate!!Total:!!Owner occupied:!!Moved in 1990 to 1999
1879,B25038_008E,Estimate!!Total:!!Owner occupied:!!Moved in 1989 or earlier
1902,B25038_009E,Estimate!!Total:!!Renter occupied:
1762,B25038_010E,Estimate!!Total:!!Renter occupied:!!Moved in 2019 or later
1755,B25038_011E,Estimate!!Total:!!Renter occupied:!!Moved in 2015 to 2018
1786,B25038_012E,Estimate!!Total:!!Renter occupied:!!Moved in 2010 to 2014
1781,B25038_013E,Estimate!!Total:!!Renter occupied:!!Moved in 2000 to 2009
1777,B25038_014E,Estimate!!Total:!!Renter occupied:!!Moved in 1990 to 1999
1773,B25038_015E,Estimate!!Total:!!Renter occupied:!!Moved in 1989 or earlier
5318,B25039_001E,Estimate!!Median year householder moved into unit --!!Total:
5313,B25039_002E,Estimate!!Median year householder moved into unit --!!Total:!!Owner occupied
5328,B25039_003E,Estimate!!Median year householder moved into unit --!!Total:!!Renter occupied
21905,B25040_001E,Estimate!!Total:
21891,B25040_002E,Estimate!!Total:!!Utility gas
21890,B25040_003E,"Estimate!!Total:!!Bottled, tank, or LP gas"
21899,B25040_004E,Estimate!!Total:!!Electricity
21895,B25040_005E,"Estimate!!Total:!!Fuel oil, kerosene, etc."
21876,B25040_006E,Estimate!!Total:!!Coal or coke
21871,B25040_007E,Estimate!!Total:!!Wood
21887,B25040_008E,Estimate!!Total:!!Solar energy
21881,B25040_009E,Estimate!!Total:!!Other fuel
26839,B25040_010E,Estimate!!Total:!!No fuel used
414,B25041_001E,Estimate!!Total:
411,B25041_002E,Estimate!!Total:!!No bedroom
407,B25041_003E,Estimate!!Total:!!1 bedroom
403,B25041_004E,Estimate!!Total:!!2 bedrooms
212,B25041_005E,Estimate!!Total:!!3 bedrooms
206,B25041_006E,Estimate!!Total:!!4 bedrooms
199,B25041_007E,Estimate!!Total:!!5 or more bedrooms
9360,B25042_001E,Estimate!!Total:
9367,B25042_002E,Estimate!!Total:!!Owner occupied:
9374,B25042_003E,Estimate!!Total:!!Owner occupied:!!No bedroom
9381,B25042_004E,Estimate!!Total:!!Owner occupied:!!1 bedroom
9388,B25042_005E,Estimate!!Total:!!Owner occupied:!!2 bedrooms
9396,B25042_006E,Estimate!!Total:!!Owner occupied:!!3 bedrooms
9404,B25042_007E,Estimate!!Total:!!Owner occupied:!!4 bedrooms
9325,B25042_008E,Estimate!!Total:!!Owner occupied:!!5 or more bedrooms
9326,B25042_009E,Estimate!!Total:!!Renter occupied:
9292,B25042_010E,Estimate!!Total:!!Renter occupied:!!No bedroom
9298,B25042_011E,Estimate!!Total:!!Renter occupied:!!1 bedroom
9234,B25042_012E,Estimate!!Total:!!Renter occupied:!!2 bedrooms
9239,B25042_013E,Estimate!!Total:!!Renter occupied:!!3 bedrooms
9246,B25042_014E,Estimate!!Total:!!Renter occupied:!!4 bedrooms
9254,B25042_015E,Estimate!!Total:!!Renter occupied:!!5 or more bedrooms
16445,B25043_001E,Estimate!!Total:
16450,B25043_002E,Estimate!!Total:!!Owner occupied:
16504,B25043_003E,Estimate!!Total:!!Owner occupied:!!With telephone service available:
16513,B25043_004E,Estimate!!Total:!!Owner occupied:!!With telephone service available:!!Householder 15 to 34 years
16490,B25043_005E,Estimate!!Total:!!Owner occupied:!!With telephone service available:!!Householder 35 to 64 years
16497,B25043_006E,Estimate!!Total:!!Owner occupied:!!With telephone service available:!!Householder 65 years and over
16479,B25043_007E,Estimate!!Total:!!Owner occupied:!!No telephone service available:
16483,B25043_008E,Estimate!!Total:!!Owner occupied:!!No telephone service available:!!Householder 15 to 34 years
16469,B25043_009E,Estimate!!Total:!!Owner occupied:!!No telephone service available:!!Householder 35 to 64 years
16577,B25043_010E,Estimate!!Total:!!Owner occupied:!!No telephone service available:!!Householder 65 years and over
16568,B25043_011E,Estimate!!Total:!!Renter occupied:
16572,B25043_012E,Estimate!!Total:!!Renter occupied:!!With telephone service available:
16560,B25043_013E,Estimate!!Total:!!Renter occupied:!!With telephone service available:!!Householder 15 to 34 years
16564,B25043_014E,Estimate!!Total:!!Renter occupied:!!With telephone service available:!!Householder 35 to 64 years
16623,B25043_015E,Estimate!!Total:!!Renter occupied:!!With telephone service available:!!Householder 65 years and over
16627,B25043_016E,Estimate!!Total:!!Renter occupied:!!No telephone service available:
16612,B25043_017E,Estimate!!Total:!!Renter occupied:!!No telephone service available:!!Householder 15 to 34 years
16617,B25043_018E,Estimate!!Total:!!Renter occupied:!!No telephone service available:!!Householder 35 to 64 years
16601,B25043_019E,Estimate!!Total:!!Renter occupied:!!No telephone service available:!!Householder 65 years and over
17239,B25044_001E,Estimate!!Total:
17202,B25044_002E,Estimate!!Total:!!Owner occupied:
17205,B25044_003E,Estimate!!Total:!!Owner occupied:!!No vehicle available
17210,B25044_004E,Estimate!!Total:!!Owner occupied:!!1 vehicle available
17216,B25044_005E,Estimate!!Total:!!Owner occupied:!!2 vehicles available
17103,B25044_006E,Estimate!!Total:!!Owner occupied:!!3 vehicles available
17107,B25044_007E,Estimate!!Total:!!Owner occupied:!!4 vehicles available
17112,B25044_008E,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available
17118,B25044_009E,Estimate!!Total:!!Renter occupied:
17381,B25044_010E,Estimate!!Total:!!Renter occupied:!!No vehicle available
17384,B25044_011E,Estimate!!Total:!!Renter occupied:!!1 vehicle available
17388,B25044_012E,Estimate!!Total:!!Renter occupied:!!2 vehicles available
17391,B25044_013E,Estimate!!Total:!!Renter occupied:!!3 vehicles available
17359,B25044_014E,Estimate!!Total:!!Renter occupied:!!4 vehicles available
17365,B25044_015E,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available
26949,B25045_001E,Estimate!!Total:
26948,B25045_002E,Estimate!!Total:!!Owner occupied:
26951,B25045_003E,Estimate!!Total:!!Owner occupied:!!No vehicle available:
26950,B25045_004E,Estimate!!Total:!!Owner occupied:!!No vehicle available:!!Householder 15 to 34 years
26955,B25045_005E,Estimate!!Total:!!Owner occupied:!!No vehicle available:!!Householder 35 to 64 years
26953,B25045_006E,Estimate!!Total:!!Owner occupied:!!No vehicle available:!!Householder 65 years and over
26960,B25045_007E,Estimate!!Total:!!Owner occupied:!!1 or more vehicles available:
