,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
110,47,037,012200,2,1500000US470370122002,470370122002,2,Block Group 2,BG,571219,0,"POLYGON ((-86.746368 36.173759, -86.746027 36.175838, -86.742137 36.175483, -86.736699 36.174987, -86.735131 36.172803, -86.73704499999999 36.172908, -86.737234 36.171577, -86.73572900000001 36.171447, -86.735922 36.169835, -86.73743899999999 36.169992, -86.737588 36.168986, -86.743025 36.169456, -86.742845 36.170469, -86.746813 36.170823, -86.746368 36.173759))"
121,47,037,015637,2,1500000US470370156372,470370156372,2,Block Group 2,BG,437955,0,"POLYGON ((-86.651162 36.091063, -86.647375 36.092417, -86.64725 36.09432, -86.639954 36.093866, -86.639866 36.093378, -86.641786 36.092727, -86.642729 36.089717, -86.64438199999999 36.088439, -86.648656 36.086867, -86.651162 36.091063))"
128,47,037,015630,1,1500000US470370156301,470370156301,1,Block Group 1,BG,854778,0,"POLYGON ((-86.627183 36.046207, -86.625511 36.050475, -86.622164 36.051789, -86.618729 36.054317, -86.61472999999999 36.050535, -86.61656600000001 36.049508, -86.61990400000001 36.043635, -86.621495 36.041917, -86.625434 36.04295, -86.628404 36.045282, -86.627183 36.046207))"
131,47,037,011800,2,1500000US470370118002,470370118002,2,Block Group 2,BG,259104,0,"POLYGON ((-86.76716 36.193953, -86.763279 36.193603, -86.764466 36.186676, -86.765398 36.186871, -86.76805299999999 36.18696, -86.76716 36.193953))"
137,47,037,016700,2,1500000US470370167002,470370167002,2,Block Group 2,BG,385051,0,"POLYGON ((-86.83432000000001 36.131431, -86.833558 36.131652, -86.825283 36.134577, -86.826165 36.128362, -86.826632 36.128613, -86.829314 36.127985, -86.833882 36.128596, -86.83432000000001 36.131431))"
144,47,037,015629,1,1500000US470370156291,470370156291,1,Block Group 1,BG,821850,0,"POLYGON ((-86.641217 36.059371, -86.640019 36.060605, -86.638305 36.061928, -86.637394 36.06332, -86.63675499999999 36.065906, -86.636696 36.070476, -86.636183 36.071874, -86.62848 36.064798, -86.63080100000001 36.062667, -86.632921 36.061372, -86.636167 36.058541, -86.64240700000001 36.055011, -86.641217 36.059371))"
145,47,037,019008,3,1500000US470370190083,470370190083,3,Block Group 3,BG,327684,0,"POLYGON ((-86.71493 36.087677, -86.712664 36.087506, -86.70799599999999 36.08713, -86.701205 36.086371, -86.70143400000001 36.085562, -86.702844 36.085121, -86.705888 36.084167, -86.708268 36.083394, -86.71365900000001 36.085672, -86.71493 36.087677))"
148,47,037,016200,2,1500000US470370162002,470370162002,2,Block Group 2,BG,480885,0,"POLYGON ((-86.788895 36.134478, -86.78867099999999 36.136169, -86.786586 36.135776, -86.784885 36.134874, -86.78060000000001 36.134281, -86.77912600000001 36.134285, -86.77839 36.139221, -86.77589999999999 36.139144, -86.775378 36.134255, -86.77856 36.134276, -86.776612 36.133854, -86.776875 36.132306, -86.779251 36.132506, -86.77897900000001 36.131802, -86.781018 36.13109, -86.785689 36.132144, -86.788737 36.132807, -86.78879499999999 36.133284, -86.788895 36.134478))"
162,47,037,018902,1,1500000US470370189021,470370189021,1,Block Group 1,BG,773831,0,"POLYGON ((-86.758369 36.081073, -86.756919 36.080963, -86.75538899999999 36.081113, -86.752454 36.081211, -86.745193 36.078604, -86.74565200000001 36.077733, -86.745968 36.074434, -86.748159 36.074498, -86.748755 36.074516, -86.75484400000001 36.074706, -86.75921 36.074757, -86.758369 36.081073))"
163,47,037,019110,3,1500000US470370191103,470370191103,3,Block Group 3,BG,1041940,0,"POLYGON ((-86.713823 36.04956, -86.711198 36.049519, -86.70677000000001 36.050634, -86.7051 36.049745, -86.702719 36.051449, -86.69936300000001 36.051359, -86.698179 36.050891, -86.696749 36.050266, -86.695821 36.05016, -86.69368900000001 36.048787, -86.692369 36.04523, -86.69329999999999 36.043938, -86.69515800000001 36.04478, -86.70168099999999 36.045303, -86.703611 36.045431, -86.70879600000001 36.045756, -86.713262 36.045369, -86.713662 36.048801, -86.713823 36.04956))"
164,47,037,019502,3,1500000US470370195023,470370195023,3,Block Group 3,BG,278095,0,"POLYGON ((-86.784166 36.155469, -86.78361 36.154802, -86.779263 36.15193, -86.775159 36.149175, -86.775344 36.149142, -86.777202 36.148925, -86.779141 36.148918, -86.782015 36.149317, -86.78445499999999 36.150209, -86.78375200000001 36.152916, -86.78505699999999 36.155087, -86.784166 36.155469))"
165,47,037,018000,2,1500000US470370180002,470370180002,2,Block Group 2,BG,1018214,0,"POLYGON ((-86.826717 36.12216, -86.826572 36.12385, -86.81946499999999 36.123305, -86.818866 36.123253, -86.821392 36.120659, -86.815282 36.120141, -86.81551399999999 36.118561, -86.810023 36.117921, -86.81052200000001 36.116622, -86.810877 36.113957, -86.82664 36.115505, -86.826672 36.119311, -86.826717 36.12216))"
167,47,037,011700,2,1500000US470370117002,470370117002,2,Block Group 2,BG,536158,0,"POLYGON ((-86.746387 36.18831, -86.745965 36.189264, -86.742751 36.188309, -86.73563300000001 36.187638, -86.73405 36.186218, -86.734494 36.182543, -86.741001 36.18312, -86.74126699999999 36.183158, -86.741252 36.184703, -86.747576 36.185656, -86.746387 36.18831))"
172,47,037,015502,2,1500000US470370155022,470370155022,2,Block Group 2,BG,2971840,0,"POLYGON ((-86.666563 36.150712, -86.658637 36.149895, -86.6563 36.149883, -86.652917 36.153179, -86.65084299999999 36.153421, -86.645313 36.154572, -86.641733 36.155915, -86.642168 36.157708, -86.640584 36.15755, -86.640247 36.158488, -86.63234 36.156765, -86.629401 36.15581, -86.6315 36.154501, -86.638598 36.150092, -86.64879000000001 36.143776, -86.650441 36.142941, -86.65400200000001 36.141714, -86.658041 36.141076, -86.65965300000001 36.141018, -86.66642299999999 36.141386, -86.66674500000001 36.144549, -86.666563 36.150712))"
174,47,037,017300,2,1500000US470370173002,470370173002,2,Block Group 2,BG,804395,0,"POLYGON ((-86.75090899999999 36.120388, -86.749506 36.120516, -86.74937799999999 36.121503, -86.742937 36.121047, -86.74362000000001 36.115176, -86.74298400000001 36.113359, -86.742963 36.110793, -86.750888 36.111289, -86.751541 36.111225, -86.75090899999999 36.120388))"
